MO,TE,HU,WS,RR,Y
7,33.4,41,8,0,0
7,33.8,41,7,0,0
7,32.7,49,5,0,0
7,33.8,47,7,0,0
7,33.6,50,9,0,0
7,32.7,62,8,0,0
7,34.4,53,8,0,0
7,34.2,52,6,0,0
7,34.1,56,7,0,0
7,34.3,42,9,0,0
7,33.8,45,9,0,0
7,33.3,55,8,0,0
7,32.8,66,6,0,0
7,32.2,59,8,0,0
7,31.8,53,4,0,0
7,33.6,45,5,0,0
7,34.4,34,6,0,0
7,35.5,28,5,0,0
7,35,37,5,0,0
7,34.6,42,5,0,0
7,34.8,48,5,0,0
7,34.3,55,5,0,0
7,34.1,56,10,0,0
7,34.8,49,9,0,0
7,34.6,58,5,0,0
7,34.5,59,4,0,0
7,35,58,7,0,0
7,36.2,47,9,0,0
8,35.9,51,8,0,0
8,33.2,69,5,0,0
8,33.7,58,8,0,0
8,35.1,54,8,0,0
8,33.8,58,7,0,0
8,32.9,70,8,0,0
8,33.8,59,7,0,0
8,34.4,54,6,0,0
8,34.1,53,7,0,0
8,33.4,55,6,0,0
8,33.8,45,6,0,0
8,33.4,36,7,0,0
8,33,47,7,0,0
8,33.9,49,9,0,0
8,33.3,48,10,0,0
8,32.3,53,9,0,0
8,32.8,59,8,0,0
8,31.6,63,6,0,0
8,31.9,61,9,0,0
8,31.9,57,7,0,0
8,32.7,46,7,0,0
8,33.4,38,10,0,0
8,34.2,52,11,0,0
8,33.3,55,8,0,0
8,33.6,52,8,0,0
8,32.8,57,8,0,0
8,32,64,7,0,0
8,33.3,57,6,0,0
8,31.9,68,7,0,0
8,32.6,56,8,0,0
8,32,54,7,0,0
9,31.9,54,9,0,0
9,31,54,7,0,0
9,30.9,60,7,0,0
9,31.8,54,7,0,0
9,31.8,54,9,0,0
9,31.9,52,9,0,0
9,31.9,57,7,0,0
9,32.9,49,6,0,0
9,34,40,8,0,0
9,32.7,43,10,0,0
9,32.2,53,11,0,0
9,32.5,47,7,0,0
9,32.4,38,7,0,0
9,32.8,43,8,0,0
9,32,51,7,0,0
9,31.8,65,7,0,0
9,31.4,68,8,0,0
9,32.5,49,7,0,0
9,32.2,49,8,0,0
9,31.7,50,8,0,0
9,31.2,57,9,0,0
9,30.8,63,6,0,0
9,30.9,63,6,0,0
9,31.1,51,7,0,0
9,31.4,55,10,0,0
9,31.4,54,8,0,0
9,30.2,71,6,0,0
9,30.1,67,6,0,0
9,30.9,70,5,0,0
9,31.5,73,5,0,0
10,31.2,63,7,0,0
10,31.5,65,6,30,1
10,31,70,5,0,0
10,31.4,67,5,0,0
10,30.7,68,6,0,0
10,30.6,71,7,0,0
10,30,77,6,0,0
10,29.7,72,5,0,0
10,30.2,70,6,0,0
10,29.6,76,3,0,0
10,29.4,75,4,0,0
10,29.3,70,4,0,0
10,29.1,73,5,0,0
10,30,67,4,0,0
10,30,67,5,0,0
10,30.1,61,6,0,0
10,30.1,69,7,0,0
10,29.8,71,6,0,0
10,29.5,60,5,0,0
10,29.3,67,6,0,0
10,29.1,72,5,0,0
10,28.6,70,5,0,0
10,29.4,71,5,0,0
10,29.7,60,5,0,0
10,30,52,6,0,0
10,29.3,63,6,0,0
10,29.2,64,5,0,0
10,28.7,66,6,0,0
10,28.9,58,7,41.4,1
10,28.7,46,9,0,0
10,27.9,52,10,0,0
11,26.7,53,8,0,0
11,26.6,55,8,0,0
11,27.4,59,5,0,0
11,26.9,66,5,0,0
11,27.5,65,6,0,0
11,27,58,7,53,1
11,26.9,51,9,0,0
11,28,45,8,0,0
11,28.4,50,5,14.2,1
11,28.2,58,6,0,0
11,28.8,63,5,0,0
11,28.4,61,7,0,0
11,27.4,65,6,0,0
11,27.6,53,5,38.8,1
11,27.5,57,6,19.9,1
11,26.5,51,9,0,0
11,26.1,57,8,0,0
11,26.2,62,7,34,1
11,25.8,65,7,0,0
11,24.8,60,9,0,0
11,23.5,57,7,0,0
11,22.8,55,7,21,1
11,25.8,45,10,16,1
11,25.8,44,8,0,0
11,24.6,54,6,0,0
11,23.2,59,6,0,0
11,22.9,53,6,0,0
11,22.3,53,6,4.6,1
11,21.7,55,8,0,0
11,22.1,40,11,0,0
12,22.3,45,6,27.6,1
12,23.2,55,6,0,0
12,23.7,61,7,0,0
12,24.7,42,7,13,1
12,26.5,33,7,0,0
12,26.2,44,6,0,0
12,25.5,59,7,25,1
12,25.7,65,7,0,0
12,25.4,70,7,0,0
12,24.7,70,7,0,0
12,25.1,67,6,0,0
12,27.3,32,8,0,0
12,26.2,41,6,0,0
12,25,55,4,0,0
12,25.6,68,4,0,0
12,25.7,65,8,0,0
12,25.1,63,6,0,0
12,25.6,60,5,0,0
12,26.2,54,4,0,0
12,26.1,56,5,28,1
12,25.1,56,4,0,0
12,25.6,65,5,0,0
12,25.8,69,4,0,0
12,25.2,68,6,0,0
12,24.8,65,9,34,1
12,23.5,60,8,0,0
12,23.7,61,7,34,1
12,23.1,64,5,0,0
12,23.7,66,4,0,0
12,24.8,71,4,0,0
12,26.6,72,6,0,0
1,25.7,78,7,0,0
1,23.5,62,10,38.8,1
1,22.3,61,7,0,0
1,23.3,65,6,0,0
1,23.8,67,5,0,0
1,23.7,63,5,0,0
1,24.3,67,5,0,0
1,24.8,68,7,27,1
1,23.7,57,9,0,0
1,22.9,59,8,0,0
1,23.2,66,8,0,0
1,22.5,56,11,0,0
1,21.8,56,11,0,0
1,20.2,50,9,0,0
1,21.9,38,8,0,0
1,20.4,61,6,0,0
1,21,57,7,0,0
1,21.4,54,6,0,0
1,21.4,56,7,0,0
1,20.8,57,9,23,1
1,21,36,13,0,0
1,20.2,45,10,0,0
1,19.4,55,9,0,0
1,21.6,46,9,0,0
1,22.2,57,5,0,0
1,24.5,68,5,0,0
1,30,71,2,28,1
1,22.5,57,10,0,0
1,22.2,61,8,48,1
1,24.5,63,8,34,1
1,27.7,66,16,0,0
2,26,67,16,0,0
2,22.4,42,9,15,0
2,24.8,45,9,0,0
2,25.5,45,5,0,0
2,25.5,46,5,0,0
2,26.5,55,5,0,0
2,28,58,9,0,0
2,27.7,70,8,0,0
2,26.6,72,7,0,0
2,25.4,73,8,0,0
2,24.9,69,8,0,0
2,25.2,69,6,0,0
2,25.7,66,5,0,0
2,26.4,61,6,0,0
2,26.8,65,6,0,0
2,27.2,63,8,0,0
2,24.7,66,9,0,0
2,22.1,53,12,0,0
2,21.9,53,10,0,0
2,24,54,9,0,0
2,25.3,53,7,16,1
2,25.3,57,5,0,0
2,26.4,54,6,0,0
2,25.9,62,5,0,0
2,24.6,64,13,0,0
2,23.8,42,12,0,0
2,24.7,46,5,0,0
2,24.7,63,4,0,0
2,24.3,63,6,0,0
3,22.3,52,11,0,0
3,21.6,43,12,0,0
3,20.9,44,14,0,0
3,22.1,45,13,0,0
3,22.7,54,9,0,0
3,24.5,60,8,0,0
3,25.5,69,7,0,0
3,25.9,69,6,0,0
3,25.3,72,7,0,0
3,24.9,73,6,0,0
3,25.1,72,4,0,0
3,28.6,48,7,0,0
3,28.9,43,8,0,0
3,26.9,72,6,0,0
3,25.5,63,11,0,0
3,24.1,66,11,0,0
3,23.5,62,11,0,0
3,26.8,34,14,0,0
3,27.3,19,14,0,0
3,26.6,37,7,0,0
3,25.1,57,10,0,0
3,24.3,60,7,0,0
3,24.8,68,7,0,0
3,25.6,64,8,0,0
3,26.5,62,7,0,0
3,26.5,63,6,0,0
3,25.6,59,8,0,0
3,24.8,51,9,0,0
3,24.5,51,11,0,0
3,23.9,39,10,0,0
3,24,50,7,0,0
4,24.3,63,6,0,0
4,25.7,46,6,0,0
4,27.3,48,5,0,0
4,26.7,57,8,0,0
4,27.8,55,7,8,0
4,29,48,7,0,0
4,30.5,42,7,0,0
4,29.4,44,6,0,0
4,29.7,43,7,0,0
4,29.9,56,5,0,0
4,29.7,57,6,0,0
4,28.2,64,9,0,0
4,26.7,60,8,0,0
4,26.9,59,7,0,0
4,28.8,52,3,0,0
4,30.1,51,5,0,0
4,29,51,7,39.2,1
4,28.6,55,4,0,0
4,29.3,45,8,0,0
4,26.9,67,9,0,0
4,28.4,63,8,0,0
4,28.7,62,6,0,0
4,28,59,8,0,0
4,26.9,54,6,0,0
4,27.3,55,7,0,0
4,27.7,49,8,0,0
4,28.3,38,7,0,0
4,29.2,45,6,0,0
4,30.3,54,6,0,0
4,30.8,62,5,0,0
5,31.7,60,8,0,0
5,31.6,52,6,0,0
5,30.8,49,7,0,0
5,30.8,48,6,0,0
5,29.8,53,7,0,0
5,28.8,64,5,0,0
5,29.4,54,6,0,0
5,31,46,8,0,0
5,31.5,49,5,0,0
5,30.9,39,7,0,0
5,30,61,7,0,0
5,29.7,61,6,0,0
5,29.9,49,8,0,0
5,29.2,61,5,0,0
5,30.3,55,6,0,0
5,30.3,63,7,0,0
5,30.5,52,8,0,0
5,30.2,54,8,0,0
5,30.8,54,6,0,0
5,31,50,8,0,0
5,29.9,59,8,0,0
5,29.8,66,10,0,0
5,34,48,9,0,0
5,31.7,58,5,0,0
5,31.3,59,5,0,0
5,32.4,42,5,0,0
5,32.5,42,5,0,0
5,31.7,60,7,0,0
5,33.2,50,7,0,0
5,32.5,58,6,0,0
5,31.9,64,9,0,0
6,32.8,51,11,0,0
6,34.6,48,9,0,0
6,35.2,48,6,0,0
6,34.1,51,8,0,0
6,33.9,47,10,0,0
6,31.9,57,10,0,0
6,30.3,57,8,0,0
6,30.4,66,7,0,0
6,32.5,43,9,0,0
6,33.9,37,9,0,0
6,34.3,31,6,0,0
6,33.1,50,6,0,0
6,32.3,51,7,0,0
6,33.4,52,9,0,0
6,33.1,49,9,0,0
6,32.8,49,9,0,0
6,33,49,6,0,0
6,33.9,49,4,0,0
6,33.8,59,7,0,0
6,33.5,52,5,0,0
6,33.9,45,8,0,0
6,34.9,29,7,0,0
6,35.1,39,11,0,0
6,36.1,38,11,0,0
6,34.4,50,8,0,0
6,33.8,39,7,0,0
6,31.4,62,6,0,0
6,31.1,67,5,0,0
6,32.6,58,6,0,0
6,32.3,50,7,0,0
7,35.1,32,7,0,0
7,35.2,42,10,0,0
7,34.6,42,7,0,0
7,34.9,46,9,0,0
7,33,53,10,0,0
7,32.6,50,10,0,0
7,33,47,6,0,0
7,33.5,47,5,0,0
7,34.2,42,6,0,0
7,34.1,36,7,0,0
7,34.1,37,8,0,0
7,34,43,8,0,0
7,33.8,48,7,0,0
7,34.6,43,11,0,0
7,35.3,46,12,0,0
7,35.2,43,9,0,0
7,35.3,44,7,0,0
7,35.2,39,6,0,0
7,35.6,41,4,0,0
7,35.3,47,6,0,0
7,34.4,53,6,0,0
7,34.6,49,9,0,0
7,34.3,50,8,0,0
7,33.8,52,7,0,0
7,33.3,61,6,0,0
7,34.3,69,7,0,0
7,35.3,55,6,0,0
7,34.8,63,7,0,0
7,35.2,57,7,0,0
7,34.3,50,7,0,0
7,34.6,50,5,0,0
8,35,43,8,0,0
8,34.9,49,8,0,0
8,34.4,55,7,0,0
8,33.9,58,8,0,0
8,33.3,58,7,0,0
8,32.6,55,7,0,0
8,34,47,6,0,0
8,35.3,38,4,0,0
8,35.2,39,5,0,0
8,33.7,48,6,0,0
8,34.5,48,8,0,0
8,34,53,10,0,0
8,34.1,49,7,0,0
8,33.4,53,7,0,0
8,34,47,8,0,0
8,34.2,45,10,0,0
8,33.1,58,8,0,0
8,34.1,46,8,0,0
8,33.2,51,6,0,0
8,32.8,54,8,0,0
8,33.6,49,9,0,0
8,33.2,51,7,0,0
8,32.6,59,8,0,0
8,32.7,56,8,0,0
8,32.5,59,9,0,0
8,33,47,8,0,0
8,33.3,47,9,0,0
8,32.4,51,7,0,0
8,33.1,44,6,0,0
8,32.9,43,8,0,0
8,33,48,11,0,0
9,31.8,58,11,0,0
9,31.6,64,9,0,0
9,31.3,66,6,0,0
9,31.5,64,5,0,0
9,32.5,50,9,0,0
9,31.6,47,9,0,0
9,31.8,53,10,0,0
9,33.4,47,7,0,0
9,33,52,8,0,0
9,32.5,42,9,0,0
9,31.6,53,8,0,0
9,31.4,56,7,0,0
9,32.6,47,8,0,0
9,33.4,43,11,0,0
9,32.2,51,9,0,0
9,31.6,51,6,0,0
9,32.2,39,8,0,0
9,32.4,32,7,0,0
9,31.9,45,9,0,0
9,31.5,54,9,0,0
9,31.3,69,7,0,0
9,32.7,62,7,0,0
9,32.1,66,6,0,0
9,31.7,76,4,0,0
9,31.3,77,4,0,0
9,31.9,70,5,0,0
9,31.5,69,5,0,0
9,31.9,61,5,0,0
9,31.8,66,5,0,0
9,30.9,69,5,0,0
10,31.5,60,5,0,0
10,31.4,60,6,0,0
10,31.7,70,5,0,0
10,31,74,4,0,0
10,30.7,73,5,0,0
10,30.5,76,5,0,0
10,30.6,72,4,0,0
10,31,66,5,0,0
10,30.3,69,5,0,0
10,30,64,4,0,0
10,30.4,61,5,0,0
10,30.8,55,6,0,0
10,31.3,60,6,0,0
10,31.1,61,5,0,0
10,30.5,67,5,0,0
10,30.8,66,4,0,0
10,30.4,65,5,0,0
10,30.8,65,5,0,0
10,30.9,59,5,0,0
10,31.3,58,7,0,0
10,30.9,55,8,0,0
10,30.7,51,7,1,0
10,31,54,6,0,0
10,30.7,59,4,0,0
10,30.8,63,5,0,0
10,30.1,61,6,0,0
10,30.7,51,9,0,0
10,29.3,54,5,0,0
10,29.6,51,5,0,0
10,30.1,57,5,0,0
10,30,50,6,0,0
11,29.8,61,5,0,0
11,29.6,65,4,0,0
11,29.9,65,9,16.6,1
11,24.4,72,5,12,1
11,29.3,68,4,0,0
11,28.5,66,3,0,0
11,29,63,4,0,0
11,29.1,60,4,0,0
11,29.9,56,5,0,0
11,30.5,57,6,0,0
11,29.7,54,5,39,1
11,28.9,62,8,0,0
11,27.9,54,8,0,0
11,27.2,50,6,0,0
11,26.3,57,5,27,1
11,27.3,56,5,11.4,1
11,28.2,63,6,0,0
11,29.6,70,11,0,0
11,28.9,49,7,0,0
11,28.3,45,6,18.2,1
11,28.2,53,5,18.8,1
11,27.8,66,5,0,0
11,27.8,71,8,1,1
11,27.3,60,9,0.5,1
11,26.5,59,8,0,0
11,26.5,48,10,0,0
11,26.9,52,8,33.6,1
11,27,57,7,0,0
11,25.9,53,8,2,1
11,28,43,9,0,0
12,27.9,48,8,26.6,1
12,27.9,53,3,11.2,1
12,28.1,61,5,0,0
12,27.3,64,5,0,0
12,27.2,65,5,0,0
12,26.9,62,6,0,0
12,26.8,59,6,0,0
12,27.1,65,4,0,0
12,27.2,67,6,0,0
12,27.2,72,4,0,0
12,26.1,63,8,0,0
12,25.9,56,8,0,0
12,25.3,63,7,0,0
12,24.8,58,8,0,0
12,25.1,48,6,0,0
12,24.6,49,8,0,0
12,24.4,48,5,0,0
12,24.8,52,6,0,0
12,25.6,62,9,0,0
12,25.5,58,8,0,0
12,25,51,10,0,0
12,24,52,10,0,0
12,24.1,54,7,34,1
12,24.8,60,5,0,0
12,23.3,61,10,11.2,1
12,22.5,43,10,0,0
12,25.5,37,12,0,0
12,26.4,61,8,0,0
12,25.8,62,7,31,1
12,25.2,57,7,0,0
12,24.9,48,10,0,0
1,24.4,64,7,0,0
1,24.2,58,8,0,0
1,23.3,52,8,0,0
1,23.8,52,5,0,0
1,23.4,71,5,0,0
1,22.7,68,6,0,0
1,22.5,52,8,0,0
1,20.5,49,9,0,0
1,19.9,51,6,0,0
1,20.1,52,8,0,0
1,21,42,13,0,0
1,22.9,40,7,0,0
1,23.6,50,8,0,0
1,24,57,9,0,0
1,25.8,57,5,0,0
1,27.2,43,7,0,0
1,26.4,49,6,0,0
1,27.2,69,6,0,0
1,27,67,5,0,0
1,25.8,67,7,0,0
1,24,65,4,0,0
1,24.3,62,4,0,0
1,24.8,63,4,0,0
1,25.1,67,6,0,0
1,26.4,77,3,0,0
1,27.2,76,6,0,0
1,27.2,61,7,0,0
1,27.8,67,13,51.2,1
1,24.3,48,13,16,1
1,22.8,53,9,0,0
1,22.2,53,9,0,0
2,21.4,45,9,0,0
2,21.6,49,12,0,0
2,26.7,26,17,0,0
2,27.5,38,8,0,0
2,27.1,50,6,0,0
2,27.1,58,9,0,0
2,26.6,72,6,0,0
2,26.7,68,7,0,0
2,26.3,67,5,0,0
2,26.6,63,6,0,0
2,25.5,63,7,0,0
2,24.5,58,7,0,0
2,25.1,59,6,0,0
2,25.7,66,4,0,0
2,26.5,54,5,0,0
2,25.6,59,9,0,0
2,24.8,62,8,0,0
2,24.6,58,6,0,0
2,24.3,55,8,0,0
2,23.9,61,9,0,0
2,24.8,60,8,0,0
2,25.5,65,6,0,0
2,25.7,71,7,0,0
2,25.6,52,8,0,0
2,29,39,9,0,0
2,27.1,55,5,0,0
2,29.4,47,10,0,0
2,27.5,57,6,0,0
3,26.2,69,6,0,0
3,26.3,65,5,0,0
3,27,63,5,0,0
3,27.9,67,4,0,0
3,27.6,66,5,0,0
3,26.2,61,10,0,0
3,26.9,54,7,0,0
3,27.4,57,6,0,0
3,27.6,67,6,0,0
3,26.2,59,10,0,0
3,25.5,52,9,0,0
3,29.7,33,9,0,0
3,28.6,49,6,0,0
3,29.4,56,6,0,0
3,30.4,51,6,0,0
3,30.5,43,10,0,0
3,28.1,59,9,0,0
3,26,61,11,0,0
3,25.6,63,7,0,0
3,26.8,57,7,0,0
3,27,57,8,0,0
3,27.7,59,5,0,0
3,27.4,62,7,0,0
3,26,55,10,0,0
3,25.6,58,7,0,0
3,27.5,51,6,0,0
3,29.1,55,5,0,0
3,28.6,60,8,0,0
3,28.4,61,6,0,0
3,28.9,56,5,0,0
3,30.6,53,5,0,0
4,31.2,50,6,0,0
4,29,63,6,0,0
4,27.8,63,5,0,0
4,29.8,51,5,0,0
4,27.9,55,11,0,0
4,26,49,9,0,0
4,29.6,38,10,0,0
4,27.8,50,7,0,0
4,26.8,58,7,0,0
4,26.2,61,10,23,1
4,25.5,58,8,13.6,0
4,26.7,54,8,0,0
4,27.6,46,10,0,0
4,27,64,8,0,0
4,28.6,54,6,0,0
4,30.2,48,6,0,0
4,29.5,48,8,34,1
4,28.1,46,11,0,0
4,27.5,46,11,0,0
4,28.3,43,9,0,0
4,26.4,48,11,0,0
4,25.2,45,10,0,0
4,25.3,51,9,0,0
4,27.3,57,8,24,1
4,28.3,54,6,0,0
4,28.4,62,4,0,0
4,28.7,54,4,0,0
4,30.2,55,6,0,0
4,30.1,56,5,0,0
4,30.4,56,9,0,0
5,29.8,47,6,0,0
5,29.2,47,5,0,0
5,30,51,4,0,0
5,31.7,61,7,0,0
5,30.8,67,5,0,0
5,31.2,61,5,0,0
5,30.4,56,5,0,0
5,30.8,64,5,0,0
5,31.7,65,6,0,0
5,31,70,7,0,0
5,31.8,53,7,0,0
5,33.9,40,7,0,0
5,31,49,12,0,0
5,29.6,56,8,0,0
5,32.4,41,7,0,0
5,29.9,51,11,0,0
5,28.5,63,9,0,0
5,29.1,69,6,0,0
5,31.1,58,5,0,0
5,33.1,48,5,0,0
5,31.8,52,7,0,0
5,32,62,7,0,0
5,32.9,56,7,0,0
5,32.7,58,6,0,0
5,32.1,52,5,0,0
5,30.1,73,7,0,0
5,31.2,64,11,0,0
5,30.6,61,9,0,0
5,32.9,49,9,0,0
5,31,53,6,0,0
5,31.7,39,5,0,0
6,32.8,49,7,0,0
6,34.1,38,6,0,0
6,36.1,30,9,0,0
6,36.3,24,10,0,0
6,37.6,32,11,0,0
6,37.9,23,11,0,0
6,32.7,49,10,0,0
6,32,53,8,0,0
6,32.7,50,7,0,0
6,32.1,52,6,0,0
6,31.4,58,9,0,0
6,32.2,45,9,0,0
6,30.6,51,6,0,0
6,31.3,58,9,0,0
6,31.8,50,11,0,0
6,31.1,50,12,0,0
6,30.7,44,12,0,0
6,32,45,8,0,0
6,32.4,39,5,0,0
6,33.4,26,5,0,0
6,34.2,24,7,0,0
6,34.1,33,7,0,0
6,34.5,36,7,0,0
6,33.1,38,7,0,0
6,33,48,7,0,0
6,30.8,54,7,0,0
6,31.3,56,5,0,0
6,31.7,62,8,0,0
6,31.7,72,8,0,0
6,32.5,66,8,0,0
7,32.5,58,8,0,0
7,32.7,65,8,0,0
7,32.6,63,9,0,0
7,32.5,58,8,0,0
7,33.4,50,9,0,0
7,33.4,52,12,0,0
7,32.8,57,9,0,0
7,32.7,69,8,0,0
7,33,71,8,0,0
7,32,74,8,0,0
7,31.8,72,9,0,0
7,32,59,7,0,0
7,32.1,63,7,0,0
7,33.7,56,7,0,0
7,32.8,64,8,0,0
7,32.6,58,7,0,0
7,32.9,56,9,0,0
7,32.2,60,10,0,0
7,31.7,58,10,0,0
7,32,63,11,0,0
7,31.9,61,10,0,0
7,32.4,52,9,0,0
7,31.8,55,7,0,0
7,32.6,58,7,0,0
7,32.9,47,8,0,0
7,32.7,54,7,0,0
7,33,50,6,0,0
7,33.3,46,7,0,0
7,33.4,31,8,0,0
7,34,37,7,0,0
7,34.5,41,6,0,0
8,33.1,58,6,0,0
8,33.2,64,9,0,0
8,33.5,61,7,0,0
8,33.1,63,6,0,0
8,33.4,59,6,0,0
8,33.1,60,5,0,0
8,33.8,56,5,0,0
8,34.1,58,8,0,0
8,33.8,51,8,0,0
8,33.1,58,5,0,0
8,34.5,46,6,0,0
8,32.9,62,9,0,0
8,33.4,56,9,0,0
8,32.8,60,6,0,0
8,33.4,56,9,0,0
8,32.8,57,8,0,0
8,33.2,56,7,0,0
8,32.9,60,7,0,0
8,32.5,68,7,0,0
8,33.3,63,6,0,0
8,34,59,9,0,0
8,33.2,62,10,0,0
8,33.1,67,5,0,0
8,32.4,70,6,0,0
8,32.5,60,9,0,0
8,31.3,65,7,0,0
8,32.1,54,7,0,0
8,31.8,56,8,0,0
8,32.8,48,9,0,0
8,32.5,53,7,0,0
8,33.2,61,6,0,0
9,34.2,46,10,0,0
9,34.4,53,9,0,0
9,32.6,59,7,0,0
9,32.9,60,7,0,0
9,32.2,65,7,0,0
9,31.3,65,7,0,0
9,32,64,6,0,0
9,32.3,59,8,0,0
9,32.1,60,9,0,0
9,31.7,67,7,0,0
9,31.7,68,7,0,0
9,32.2,66,7,0,0
9,32.5,73,6,0,0
9,32.2,69,6,0,0
9,33.1,50,5,0,0
9,31.2,56,6,0,0
9,31.4,68,7,0,0
9,32.2,67,9,0,0
9,32.7,59,8,0,0
9,32.4,57,5,0,0
9,32.8,52,11,0,0
9,31.8,64,10,0,0
9,31.6,59,8,0,0
9,32.8,56,8,0,0
9,32.4,64,10,0,0
9,30.2,64,9,0,0
9,29.9,77,8,0,0
9,30.4,72,7,0,0
9,30.6,70,7,0,0
9,30.4,71,8,0,0
10,30.8,66,8,0,0
10,30.4,67,7,0,0
10,30.6,66,6,0,0
10,30.4,66,5,0,0
10,30.2,76,7,0,0
10,30.2,72,8,0,0
10,29.9,67,10,0,0
10,30.6,67,9,0,0
10,30.4,73,6,0,0
10,30.8,62,4,0,0
10,30.2,70,5,0,0
10,29.6,77,5,0,0
10,29.6,71,6,0,0
10,28.8,62,5,0,0
10,29.4,55,6,0,0
10,29.7,57,7,0,0
10,29.4,60,5,0,0
10,29.5,66,5,0,0
10,29.7,71,6,0,0
10,29.6,72,5,0,0
10,29.3,73,5,0,0
10,29.2,69,4,0,0
10,30,63,5,0,0
10,29.7,67,4,0,0
10,29.8,64,4,0,0
10,30.1,62,5,0,0
10,29.3,71,7,0,0
10,29,68,4,0,0
10,29.5,64,5,0,0
10,29.1,64,5,14,1
10,29.6,74,6,0,0
11,29.3,58,8,0,0
11,28.8,55,7,0,0
11,28.5,54,7,0,0
11,29.3,51,8,0,0
11,29.6,64,4,0,0
11,29.4,66,5,0,0
11,29.8,69,6,0,0
11,30.4,61,9,0,0
11,30.4,58,10,56,1
11,29.4,70,6,34,1
11,29.5,65,5,0,0
11,29.1,59,6,0,0
11,28.8,47,7,0,0
11,27.8,57,6,0,0
11,27.9,57,5,17,1
11,28.2,61,6,0,0
11,27,59,5,0,0
11,27.1,55,7,0,0
11,26.1,52,8,0,0
11,25.5,54,6,20.4,1
11,26.1,46,6,0,0
11,28.6,35,10,55.2,1
11,28.1,34,4,0,0
11,28.2,50,5,0,0
11,28,55,5,32,1
11,28.6,55,5,0,0
11,28.1,52,4,39.9,1
11,27.6,49,4,0,0
11,27.1,55,4,0,0
11,28.1,50,4,0,0
12,27.4,51,6,18,1
12,27.3,60,4,21.5,1
12,27.6,57,4,0,0
12,27.2,58,6,13.6,1
12,27.8,60,7,0,0
12,27.2,59,6,0,0
12,27.2,52,5,0,0
12,26.7,59,5,0,0
12,26.7,59,5,0,0
12,25.7,49,9,0,0
12,24.7,49,8,0,0
12,23.9,57,8,0,0
12,21.8,48,13,0,0
12,21.1,46,14,0,0
12,21.8,40,14,12,1
12,21.9,38,9,0,0
12,21.4,45,7,0,0
12,22.5,46,7,0,0
12,22.7,48,9,0,0
12,24.1,46,8,0,0
12,25.2,47,4,0,0
12,24.7,55,7,0,0
12,25.9,32,9,0,0
12,26.7,19,13,0,0
12,27.1,26,9,32,1
12,27.1,34,7,0,0
12,26.2,53,4,0,0
